# time,absorbance
1.257000000000000000e+03,1.137428684948355251e+00
1.267000000000000000e+03,1.133896639162410569e+00
1.278000000000000000e+03,1.113782384830599215e+00
1.289000000000000000e+03,1.106845760073590368e+00
1.299000000000000000e+03,1.108855254789933298e+00
1.310000000000000000e+03,1.093296294834090521e+00
1.321000000000000000e+03,1.079596648240460866e+00
1.331000000000000000e+03,1.064493579564356640e+00
1.342000000000000000e+03,1.053812872919557941e+00
1.353000000000000000e+03,1.052089859710820807e+00
1.363000000000000000e+03,1.024425509712988847e+00
1.374000000000000000e+03,1.000067793632310575e+00
1.385000000000000000e+03,9.920071910013721350e-01
1.396000000000000000e+03,9.910515557835619660e-01
1.406000000000000000e+03,9.701865016824422483e-01
1.417000000000000000e+03,9.429347756019139659e-01
1.428000000000000000e+03,9.191174961369460439e-01
1.438000000000000000e+03,9.111031696405234026e-01
1.449000000000000000e+03,8.895178316141326702e-01
1.460000000000000000e+03,8.542607107137368816e-01
1.470000000000000000e+03,8.230030169832948106e-01
1.481000000000000000e+03,7.904581010985987088e-01
1.492000000000000000e+03,7.576294528768667824e-01
1.503000000000000000e+03,7.007148176277645524e-01
1.513000000000000000e+03,6.177886719669585247e-01
1.524000000000000000e+03,5.298803630765861472e-01
1.535000000000000000e+03,4.493258810199082798e-01
1.545000000000000000e+03,3.331058402419787567e-01
1.556000000000000000e+03,2.204078159131246661e-01
1.567000000000000000e+03,1.617846766773949341e-01
1.578000000000000000e+03,1.339773812678268228e-01
1.588000000000000000e+03,1.112187754343931800e-01
1.599000000000000000e+03,8.735500129300437233e-02
1.610000000000000000e+03,7.311105267334169766e-02
1.621000000000000000e+03,6.807665151375995316e-02
1.631000000000000000e+03,6.397780491756380195e-02
1.642000000000000000e+03,5.578837319718752547e-02
1.653000000000000000e+03,4.712671158083859418e-02
1.664000000000000000e+03,1.056607221584630052e-01
1.675000000000000000e+03,4.254661862090442642e-02
1.685000000000000000e+03,3.740434019182517500e-02
1.696000000000000000e+03,3.703968356110692167e-02
1.707000000000000000e+03,2.747490717645601627e-02
1.718000000000000000e+03,2.279716072338820732e-02
1.728000000000000000e+03,1.976258214917337927e-02
1.739000000000000000e+03,1.808533168196972338e-02
1.750000000000000000e+03,1.293057080862467130e-02
1.761000000000000000e+03,1.184073625618461967e-02
1.772000000000000000e+03,8.967994496400009605e-03
1.783000000000000000e+03,7.823334679219013862e-03
1.804000000000000000e+03,4.223345958203290028e-03
1.815000000000000000e+03,3.112442935264806126e-03
1.826000000000000000e+03,2.042683318445566790e-03
1.837000000000000000e+03,2.268349461170871689e-03
1.847000000000000000e+03,9.321897300896092001e-05
1.858000000000000000e+03,0.000000000000000000e+00
1.869000000000000000e+03,0.000000000000000000e+00
1.880000000000000000e+03,0.000000000000000000e+00
1.891000000000000000e+03,0.000000000000000000e+00
1.902000000000000000e+03,0.000000000000000000e+00
1.913000000000000000e+03,0.000000000000000000e+00
1.923000000000000000e+03,0.000000000000000000e+00
1.934000000000000000e+03,0.000000000000000000e+00
1.945000000000000000e+03,0.000000000000000000e+00
1.956000000000000000e+03,0.000000000000000000e+00
1.967000000000000000e+03,0.000000000000000000e+00
1.978000000000000000e+03,0.000000000000000000e+00
1.988000000000000000e+03,0.000000000000000000e+00
1.999000000000000000e+03,0.000000000000000000e+00
2.010000000000000000e+03,0.000000000000000000e+00
2.021000000000000000e+03,0.000000000000000000e+00
2.032000000000000000e+03,0.000000000000000000e+00
2.043000000000000000e+03,0.000000000000000000e+00
2.053000000000000000e+03,0.000000000000000000e+00
2.064000000000000000e+03,0.000000000000000000e+00
2.075000000000000000e+03,0.000000000000000000e+00
2.086000000000000000e+03,0.000000000000000000e+00
2.097000000000000000e+03,0.000000000000000000e+00
2.108000000000000000e+03,0.000000000000000000e+00
2.119000000000000000e+03,0.000000000000000000e+00
2.130000000000000000e+03,0.000000000000000000e+00
2.141000000000000000e+03,0.000000000000000000e+00
2.151000000000000000e+03,0.000000000000000000e+00
2.162000000000000000e+03,0.000000000000000000e+00
2.173000000000000000e+03,0.000000000000000000e+00
2.184000000000000000e+03,0.000000000000000000e+00
2.195000000000000000e+03,0.000000000000000000e+00
2.206000000000000000e+03,0.000000000000000000e+00
2.217000000000000000e+03,0.000000000000000000e+00
2.228000000000000000e+03,0.000000000000000000e+00
2.239000000000000000e+03,0.000000000000000000e+00
2.250000000000000000e+03,0.000000000000000000e+00
2.261000000000000000e+03,0.000000000000000000e+00
2.272000000000000000e+03,0.000000000000000000e+00
2.283000000000000000e+03,0.000000000000000000e+00
2.293000000000000000e+03,0.000000000000000000e+00
2.304000000000000000e+03,0.000000000000000000e+00
2.315000000000000000e+03,0.000000000000000000e+00
2.326000000000000000e+03,0.000000000000000000e+00
2.337000000000000000e+03,0.000000000000000000e+00
2.348000000000000000e+03,0.000000000000000000e+00
2.359000000000000000e+03,0.000000000000000000e+00
2.370000000000000000e+03,0.000000000000000000e+00
2.381000000000000000e+03,0.000000000000000000e+00
2.392000000000000000e+03,0.000000000000000000e+00
2.403000000000000000e+03,0.000000000000000000e+00
2.414000000000000000e+03,0.000000000000000000e+00
2.425000000000000000e+03,0.000000000000000000e+00
2.436000000000000000e+03,0.000000000000000000e+00
2.447000000000000000e+03,0.000000000000000000e+00
2.458000000000000000e+03,0.000000000000000000e+00
2.469000000000000000e+03,0.000000000000000000e+00
2.480000000000000000e+03,0.000000000000000000e+00
2.491000000000000000e+03,0.000000000000000000e+00
2.502000000000000000e+03,0.000000000000000000e+00
2.513000000000000000e+03,0.000000000000000000e+00
2.524000000000000000e+03,0.000000000000000000e+00
2.535000000000000000e+03,0.000000000000000000e+00
2.546000000000000000e+03,0.000000000000000000e+00
2.557000000000000000e+03,0.000000000000000000e+00
2.568000000000000000e+03,0.000000000000000000e+00
2.579000000000000000e+03,0.000000000000000000e+00
2.590000000000000000e+03,0.000000000000000000e+00
2.601000000000000000e+03,0.000000000000000000e+00
2.612000000000000000e+03,0.000000000000000000e+00
2.623000000000000000e+03,0.000000000000000000e+00
2.634000000000000000e+03,0.000000000000000000e+00
2.645000000000000000e+03,0.000000000000000000e+00
2.656000000000000000e+03,0.000000000000000000e+00
2.668000000000000000e+03,0.000000000000000000e+00
2.679000000000000000e+03,0.000000000000000000e+00
2.690000000000000000e+03,0.000000000000000000e+00
2.701000000000000000e+03,0.000000000000000000e+00
2.712000000000000000e+03,0.000000000000000000e+00
2.723000000000000000e+03,0.000000000000000000e+00
2.734000000000000000e+03,0.000000000000000000e+00
2.745000000000000000e+03,0.000000000000000000e+00
2.756000000000000000e+03,0.000000000000000000e+00
2.767000000000000000e+03,0.000000000000000000e+00
2.778000000000000000e+03,0.000000000000000000e+00
2.789000000000000000e+03,0.000000000000000000e+00
2.800000000000000000e+03,0.000000000000000000e+00
2.812000000000000000e+03,0.000000000000000000e+00
2.823000000000000000e+03,0.000000000000000000e+00
2.834000000000000000e+03,0.000000000000000000e+00
2.845000000000000000e+03,0.000000000000000000e+00
2.856000000000000000e+03,0.000000000000000000e+00
2.867000000000000000e+03,0.000000000000000000e+00
2.878000000000000000e+03,0.000000000000000000e+00
2.889000000000000000e+03,0.000000000000000000e+00
2.901000000000000000e+03,0.000000000000000000e+00
2.912000000000000000e+03,0.000000000000000000e+00
2.923000000000000000e+03,0.000000000000000000e+00
2.934000000000000000e+03,0.000000000000000000e+00
2.945000000000000000e+03,0.000000000000000000e+00
2.956000000000000000e+03,0.000000000000000000e+00
2.967000000000000000e+03,0.000000000000000000e+00
2.978000000000000000e+03,0.000000000000000000e+00
2.990000000000000000e+03,0.000000000000000000e+00
3.001000000000000000e+03,0.000000000000000000e+00
3.012000000000000000e+03,0.000000000000000000e+00
3.023000000000000000e+03,0.000000000000000000e+00
3.034000000000000000e+03,0.000000000000000000e+00
3.045000000000000000e+03,0.000000000000000000e+00
3.057000000000000000e+03,0.000000000000000000e+00
3.068000000000000000e+03,0.000000000000000000e+00
3.079000000000000000e+03,0.000000000000000000e+00
3.090000000000000000e+03,0.000000000000000000e+00
3.101000000000000000e+03,0.000000000000000000e+00
3.112000000000000000e+03,0.000000000000000000e+00
3.123000000000000000e+03,0.000000000000000000e+00
3.135000000000000000e+03,0.000000000000000000e+00
3.146000000000000000e+03,0.000000000000000000e+00
3.157000000000000000e+03,0.000000000000000000e+00
3.168000000000000000e+03,0.000000000000000000e+00
3.180000000000000000e+03,0.000000000000000000e+00
3.191000000000000000e+03,0.000000000000000000e+00
3.202000000000000000e+03,0.000000000000000000e+00
3.213000000000000000e+03,0.000000000000000000e+00
3.225000000000000000e+03,0.000000000000000000e+00
3.236000000000000000e+03,0.000000000000000000e+00
3.247000000000000000e+03,0.000000000000000000e+00
3.258000000000000000e+03,0.000000000000000000e+00
3.270000000000000000e+03,0.000000000000000000e+00
3.281000000000000000e+03,0.000000000000000000e+00
3.292000000000000000e+03,0.000000000000000000e+00
3.303000000000000000e+03,0.000000000000000000e+00
3.315000000000000000e+03,0.000000000000000000e+00
3.326000000000000000e+03,0.000000000000000000e+00
3.337000000000000000e+03,0.000000000000000000e+00
3.348000000000000000e+03,0.000000000000000000e+00
3.360000000000000000e+03,0.000000000000000000e+00
3.371000000000000000e+03,0.000000000000000000e+00
3.382000000000000000e+03,0.000000000000000000e+00
3.393000000000000000e+03,0.000000000000000000e+00
3.405000000000000000e+03,0.000000000000000000e+00
3.416000000000000000e+03,0.000000000000000000e+00
3.427000000000000000e+03,0.000000000000000000e+00
3.439000000000000000e+03,0.000000000000000000e+00
3.450000000000000000e+03,0.000000000000000000e+00
3.461000000000000000e+03,0.000000000000000000e+00
3.473000000000000000e+03,0.000000000000000000e+00
3.484000000000000000e+03,0.000000000000000000e+00
3.495000000000000000e+03,0.000000000000000000e+00
3.507000000000000000e+03,0.000000000000000000e+00
3.518000000000000000e+03,0.000000000000000000e+00
3.529000000000000000e+03,0.000000000000000000e+00
3.541000000000000000e+03,0.000000000000000000e+00
3.552000000000000000e+03,0.000000000000000000e+00
3.564000000000000000e+03,0.000000000000000000e+00
3.575000000000000000e+03,0.000000000000000000e+00
3.586000000000000000e+03,0.000000000000000000e+00
3.598000000000000000e+03,0.000000000000000000e+00
3.609000000000000000e+03,0.000000000000000000e+00
3.620000000000000000e+03,0.000000000000000000e+00
3.632000000000000000e+03,0.000000000000000000e+00
3.643000000000000000e+03,9.266533700609478827e-03
3.654000000000000000e+03,0.000000000000000000e+00
3.666000000000000000e+03,0.000000000000000000e+00
3.677000000000000000e+03,0.000000000000000000e+00
3.688000000000000000e+03,0.000000000000000000e+00
3.700000000000000000e+03,9.656241328893809192e-03
3.711000000000000000e+03,0.000000000000000000e+00
3.723000000000000000e+03,0.000000000000000000e+00
3.734000000000000000e+03,0.000000000000000000e+00
3.745000000000000000e+03,0.000000000000000000e+00
3.757000000000000000e+03,0.000000000000000000e+00
3.768000000000000000e+03,0.000000000000000000e+00
3.780000000000000000e+03,0.000000000000000000e+00
3.791000000000000000e+03,0.000000000000000000e+00
3.802000000000000000e+03,0.000000000000000000e+00
3.814000000000000000e+03,0.000000000000000000e+00
3.825000000000000000e+03,0.000000000000000000e+00
3.837000000000000000e+03,0.000000000000000000e+00
3.848000000000000000e+03,0.000000000000000000e+00
3.859000000000000000e+03,0.000000000000000000e+00
3.871000000000000000e+03,0.000000000000000000e+00
3.882000000000000000e+03,0.000000000000000000e+00
3.894000000000000000e+03,0.000000000000000000e+00
3.905000000000000000e+03,0.000000000000000000e+00
3.917000000000000000e+03,0.000000000000000000e+00
3.928000000000000000e+03,0.000000000000000000e+00
3.940000000000000000e+03,0.000000000000000000e+00
3.951000000000000000e+03,0.000000000000000000e+00
3.962000000000000000e+03,0.000000000000000000e+00
3.974000000000000000e+03,0.000000000000000000e+00
3.985000000000000000e+03,0.000000000000000000e+00
3.997000000000000000e+03,0.000000000000000000e+00
4.008000000000000000e+03,0.000000000000000000e+00
4.020000000000000000e+03,0.000000000000000000e+00
4.031000000000000000e+03,0.000000000000000000e+00
4.043000000000000000e+03,0.000000000000000000e+00
4.054000000000000000e+03,0.000000000000000000e+00
4.066000000000000000e+03,0.000000000000000000e+00
4.077000000000000000e+03,0.000000000000000000e+00
4.089000000000000000e+03,0.000000000000000000e+00
4.100000000000000000e+03,0.000000000000000000e+00
4.112000000000000000e+03,0.000000000000000000e+00
4.123000000000000000e+03,0.000000000000000000e+00
4.135000000000000000e+03,0.000000000000000000e+00
4.147000000000000000e+03,0.000000000000000000e+00
4.169000000000000000e+03,0.000000000000000000e+00
4.181000000000000000e+03,0.000000000000000000e+00
4.192000000000000000e+03,0.000000000000000000e+00
4.204000000000000000e+03,0.000000000000000000e+00
4.216000000000000000e+03,0.000000000000000000e+00
4.227000000000000000e+03,0.000000000000000000e+00
4.239000000000000000e+03,0.000000000000000000e+00
4.250000000000000000e+03,0.000000000000000000e+00
4.262000000000000000e+03,0.000000000000000000e+00
4.273000000000000000e+03,0.000000000000000000e+00
4.285000000000000000e+03,0.000000000000000000e+00
4.297000000000000000e+03,0.000000000000000000e+00
4.308000000000000000e+03,0.000000000000000000e+00
4.320000000000000000e+03,0.000000000000000000e+00
4.331000000000000000e+03,0.000000000000000000e+00
4.343000000000000000e+03,0.000000000000000000e+00
4.354000000000000000e+03,0.000000000000000000e+00
4.366000000000000000e+03,0.000000000000000000e+00
4.378000000000000000e+03,0.000000000000000000e+00
4.389000000000000000e+03,0.000000000000000000e+00
4.401000000000000000e+03,0.000000000000000000e+00
4.412000000000000000e+03,0.000000000000000000e+00
4.424000000000000000e+03,0.000000000000000000e+00
4.435000000000000000e+03,0.000000000000000000e+00
4.447000000000000000e+03,0.000000000000000000e+00
4.459000000000000000e+03,0.000000000000000000e+00
4.470000000000000000e+03,0.000000000000000000e+00
4.482000000000000000e+03,0.000000000000000000e+00
4.493000000000000000e+03,0.000000000000000000e+00
4.505000000000000000e+03,0.000000000000000000e+00
4.517000000000000000e+03,0.000000000000000000e+00
4.528000000000000000e+03,0.000000000000000000e+00
4.540000000000000000e+03,0.000000000000000000e+00
4.552000000000000000e+03,0.000000000000000000e+00
4.563000000000000000e+03,0.000000000000000000e+00
4.575000000000000000e+03,0.000000000000000000e+00
4.587000000000000000e+03,0.000000000000000000e+00
4.598000000000000000e+03,0.000000000000000000e+00
4.610000000000000000e+03,0.000000000000000000e+00
4.621000000000000000e+03,0.000000000000000000e+00
4.633000000000000000e+03,0.000000000000000000e+00
4.645000000000000000e+03,0.000000000000000000e+00
4.657000000000000000e+03,0.000000000000000000e+00
4.668000000000000000e+03,0.000000000000000000e+00
4.680000000000000000e+03,0.000000000000000000e+00
4.691000000000000000e+03,0.000000000000000000e+00
4.703000000000000000e+03,0.000000000000000000e+00
4.715000000000000000e+03,0.000000000000000000e+00
4.727000000000000000e+03,0.000000000000000000e+00
4.738000000000000000e+03,0.000000000000000000e+00
4.750000000000000000e+03,0.000000000000000000e+00
4.762000000000000000e+03,0.000000000000000000e+00
4.773000000000000000e+03,0.000000000000000000e+00
4.785000000000000000e+03,0.000000000000000000e+00
4.797000000000000000e+03,0.000000000000000000e+00
4.809000000000000000e+03,0.000000000000000000e+00
4.820000000000000000e+03,0.000000000000000000e+00
4.832000000000000000e+03,0.000000000000000000e+00
4.844000000000000000e+03,0.000000000000000000e+00
4.855000000000000000e+03,0.000000000000000000e+00
4.867000000000000000e+03,0.000000000000000000e+00
4.879000000000000000e+03,0.000000000000000000e+00
4.891000000000000000e+03,0.000000000000000000e+00
4.902000000000000000e+03,0.000000000000000000e+00
4.914000000000000000e+03,0.000000000000000000e+00
4.926000000000000000e+03,0.000000000000000000e+00
4.938000000000000000e+03,0.000000000000000000e+00
4.949000000000000000e+03,0.000000000000000000e+00
4.961000000000000000e+03,0.000000000000000000e+00
4.973000000000000000e+03,0.000000000000000000e+00
4.985000000000000000e+03,0.000000000000000000e+00
4.996000000000000000e+03,0.000000000000000000e+00
5.008000000000000000e+03,0.000000000000000000e+00
5.020000000000000000e+03,0.000000000000000000e+00
5.032000000000000000e+03,0.000000000000000000e+00
5.044000000000000000e+03,0.000000000000000000e+00
5.055000000000000000e+03,0.000000000000000000e+00
5.067000000000000000e+03,0.000000000000000000e+00
5.079000000000000000e+03,0.000000000000000000e+00
5.091000000000000000e+03,0.000000000000000000e+00
5.103000000000000000e+03,0.000000000000000000e+00
5.114000000000000000e+03,0.000000000000000000e+00
5.126000000000000000e+03,0.000000000000000000e+00
5.138000000000000000e+03,0.000000000000000000e+00
5.150000000000000000e+03,0.000000000000000000e+00
5.161000000000000000e+03,0.000000000000000000e+00
5.173000000000000000e+03,0.000000000000000000e+00
5.185000000000000000e+03,0.000000000000000000e+00
5.197000000000000000e+03,0.000000000000000000e+00
5.209000000000000000e+03,0.000000000000000000e+00
5.221000000000000000e+03,0.000000000000000000e+00
5.233000000000000000e+03,0.000000000000000000e+00
5.244000000000000000e+03,0.000000000000000000e+00
5.256000000000000000e+03,0.000000000000000000e+00
5.268000000000000000e+03,0.000000000000000000e+00
5.280000000000000000e+03,0.000000000000000000e+00
5.292000000000000000e+03,0.000000000000000000e+00
5.303000000000000000e+03,0.000000000000000000e+00
5.315000000000000000e+03,0.000000000000000000e+00
5.327000000000000000e+03,0.000000000000000000e+00
5.339000000000000000e+03,0.000000000000000000e+00
5.351000000000000000e+03,0.000000000000000000e+00
5.363000000000000000e+03,0.000000000000000000e+00
5.375000000000000000e+03,0.000000000000000000e+00
5.387000000000000000e+03,0.000000000000000000e+00
5.398000000000000000e+03,0.000000000000000000e+00
5.410000000000000000e+03,0.000000000000000000e+00
5.422000000000000000e+03,0.000000000000000000e+00
5.434000000000000000e+03,0.000000000000000000e+00
5.446000000000000000e+03,0.000000000000000000e+00
5.458000000000000000e+03,0.000000000000000000e+00
5.470000000000000000e+03,0.000000000000000000e+00
5.482000000000000000e+03,0.000000000000000000e+00
5.494000000000000000e+03,0.000000000000000000e+00
5.505000000000000000e+03,0.000000000000000000e+00
5.517000000000000000e+03,0.000000000000000000e+00
5.541000000000000000e+03,0.000000000000000000e+00
5.553000000000000000e+03,0.000000000000000000e+00
5.565000000000000000e+03,0.000000000000000000e+00
5.577000000000000000e+03,0.000000000000000000e+00
5.589000000000000000e+03,0.000000000000000000e+00
5.601000000000000000e+03,0.000000000000000000e+00
5.613000000000000000e+03,0.000000000000000000e+00
5.625000000000000000e+03,0.000000000000000000e+00
5.637000000000000000e+03,0.000000000000000000e+00
5.649000000000000000e+03,0.000000000000000000e+00
5.661000000000000000e+03,0.000000000000000000e+00
5.673000000000000000e+03,0.000000000000000000e+00
5.685000000000000000e+03,0.000000000000000000e+00
5.697000000000000000e+03,0.000000000000000000e+00
5.709000000000000000e+03,0.000000000000000000e+00
5.721000000000000000e+03,0.000000000000000000e+00
5.733000000000000000e+03,0.000000000000000000e+00
5.745000000000000000e+03,0.000000000000000000e+00
5.757000000000000000e+03,0.000000000000000000e+00
5.769000000000000000e+03,0.000000000000000000e+00
5.781000000000000000e+03,0.000000000000000000e+00
5.793000000000000000e+03,0.000000000000000000e+00
5.805000000000000000e+03,0.000000000000000000e+00
5.817000000000000000e+03,0.000000000000000000e+00
5.829000000000000000e+03,0.000000000000000000e+00
5.841000000000000000e+03,0.000000000000000000e+00
5.853000000000000000e+03,0.000000000000000000e+00
5.865000000000000000e+03,0.000000000000000000e+00
5.877000000000000000e+03,0.000000000000000000e+00
5.889000000000000000e+03,0.000000000000000000e+00
5.901000000000000000e+03,0.000000000000000000e+00
5.913000000000000000e+03,0.000000000000000000e+00
5.925000000000000000e+03,0.000000000000000000e+00
5.937000000000000000e+03,0.000000000000000000e+00
5.949000000000000000e+03,0.000000000000000000e+00
5.961000000000000000e+03,0.000000000000000000e+00
5.974000000000000000e+03,0.000000000000000000e+00
5.986000000000000000e+03,0.000000000000000000e+00
5.998000000000000000e+03,0.000000000000000000e+00
6.010000000000000000e+03,0.000000000000000000e+00
6.022000000000000000e+03,0.000000000000000000e+00
6.034000000000000000e+03,0.000000000000000000e+00
6.046000000000000000e+03,0.000000000000000000e+00
6.058000000000000000e+03,0.000000000000000000e+00
6.070000000000000000e+03,0.000000000000000000e+00
6.083000000000000000e+03,0.000000000000000000e+00
6.095000000000000000e+03,0.000000000000000000e+00
6.107000000000000000e+03,0.000000000000000000e+00
6.119000000000000000e+03,0.000000000000000000e+00
6.131000000000000000e+03,0.000000000000000000e+00
6.143000000000000000e+03,0.000000000000000000e+00
6.155000000000000000e+03,0.000000000000000000e+00
6.167000000000000000e+03,0.000000000000000000e+00
6.180000000000000000e+03,0.000000000000000000e+00
6.192000000000000000e+03,0.000000000000000000e+00
6.204000000000000000e+03,0.000000000000000000e+00
6.216000000000000000e+03,0.000000000000000000e+00
6.228000000000000000e+03,0.000000000000000000e+00
6.240000000000000000e+03,0.000000000000000000e+00
6.252000000000000000e+03,0.000000000000000000e+00
6.264000000000000000e+03,0.000000000000000000e+00
6.277000000000000000e+03,0.000000000000000000e+00
6.289000000000000000e+03,0.000000000000000000e+00
6.301000000000000000e+03,0.000000000000000000e+00
6.313000000000000000e+03,0.000000000000000000e+00
6.325000000000000000e+03,0.000000000000000000e+00
6.337000000000000000e+03,0.000000000000000000e+00
6.349000000000000000e+03,0.000000000000000000e+00
6.361000000000000000e+03,0.000000000000000000e+00
6.374000000000000000e+03,0.000000000000000000e+00
6.386000000000000000e+03,0.000000000000000000e+00
6.398000000000000000e+03,0.000000000000000000e+00
6.410000000000000000e+03,0.000000000000000000e+00
6.422000000000000000e+03,0.000000000000000000e+00
6.434000000000000000e+03,0.000000000000000000e+00
6.447000000000000000e+03,0.000000000000000000e+00
6.459000000000000000e+03,0.000000000000000000e+00
6.471000000000000000e+03,0.000000000000000000e+00
6.483000000000000000e+03,0.000000000000000000e+00
6.495000000000000000e+03,0.000000000000000000e+00
6.508000000000000000e+03,0.000000000000000000e+00
6.520000000000000000e+03,0.000000000000000000e+00
6.532000000000000000e+03,0.000000000000000000e+00
6.544000000000000000e+03,0.000000000000000000e+00
6.557000000000000000e+03,0.000000000000000000e+00
6.569000000000000000e+03,0.000000000000000000e+00
6.581000000000000000e+03,0.000000000000000000e+00
6.593000000000000000e+03,0.000000000000000000e+00
6.605000000000000000e+03,0.000000000000000000e+00
6.618000000000000000e+03,0.000000000000000000e+00
6.630000000000000000e+03,0.000000000000000000e+00
6.642000000000000000e+03,0.000000000000000000e+00
6.654000000000000000e+03,0.000000000000000000e+00
6.667000000000000000e+03,0.000000000000000000e+00
6.679000000000000000e+03,0.000000000000000000e+00
6.691000000000000000e+03,0.000000000000000000e+00
6.703000000000000000e+03,0.000000000000000000e+00
6.716000000000000000e+03,0.000000000000000000e+00
6.728000000000000000e+03,0.000000000000000000e+00
6.740000000000000000e+03,0.000000000000000000e+00
6.753000000000000000e+03,0.000000000000000000e+00
6.765000000000000000e+03,0.000000000000000000e+00
6.777000000000000000e+03,0.000000000000000000e+00
6.789000000000000000e+03,0.000000000000000000e+00
6.802000000000000000e+03,0.000000000000000000e+00
